id,username,password,city
480,user480,pass480,Pontianak
481,user481,pass481,Kupang
482,user482,pass482,Bandar Lampung
483,user483,pass483,Bengkulu
484,user484,pass484,Makassar
485,user485,pass485,Tanjung Pinang
486,user486,pass486,Jayapura
487,user487,pass487,Pangkal Pinang
488,user488,pass488,Palembang
489,user489,pass489,Jayapura
490,user490,pass490,Pontianak
491,user491,pass491,Semarang
492,user492,pass492,Surabaya
493,user493,pass493,Banda Aceh
494,user494,pass494,Bandung
495,user495,pass495,Denpasar
496,user496,pass496,Wanggar
497,user497,pass497,Manokwari
498,user498,pass498,Walesi
499,user499,pass499,Banjarmasin
500,user500,pass500,Sofifi
501,user501,pass501,Pekanbaru
502,user502,pass502,Sofifi
503,user503,pass503,Jakarta
504,user504,pass504,Kendari
505,user505,pass505,Kendari
506,user506,pass506,Padang
507,user507,pass507,Walesi
508,user508,pass508,Banjarmasin
509,user509,pass509,Jayapura
510,user510,pass510,Jayapura
511,user511,pass511,Palangkaraya
512,user512,pass512,Mamuju
513,user513,pass513,Tanjung Selor
514,user514,pass514,Sofifi
515,user515,pass515,Mataram
516,user516,pass516,Palembang
517,user517,pass517,Serang
518,user518,pass518,Pontianak
519,user519,pass519,Samarinda
520,user520,pass520,Samarinda
521,user521,pass521,Palembang
522,user522,pass522,Bandar Lampung
523,user523,pass523,Sorong
524,user524,pass524,Makassar
525,user525,pass525,Medan
526,user526,pass526,Palu
527,user527,pass527,Mataram
528,user528,pass528,Bandar Lampung
529,user529,pass529,Banda Aceh
530,user530,pass530,Palu
531,user531,pass531,Sofifi
532,user532,pass532,Sofifi
533,user533,pass533,Padang
534,user534,pass534,Jakarta
535,user535,pass535,Jakarta
536,user536,pass536,Tanjung Pinang
537,user537,pass537,Bengkulu
538,user538,pass538,Kendari
539,user539,pass539,Bandung
540,user540,pass540,Salor
541,user541,pass541,Makassar
542,user542,pass542,Manokwari
543,user543,pass543,Surabaya
544,user544,pass544,Jayapura
545,user545,pass545,Bandung
546,user546,pass546,Palu
547,user547,pass547,Pekanbaru
548,user548,pass548,Manado
549,user549,pass549,Padang
550,user550,pass550,Pekanbaru
551,user551,pass551,Palangkaraya
552,user552,pass552,Banda Aceh
553,user553,pass553,Wanggar
554,user554,pass554,Manado
555,user555,pass555,Salor
556,user556,pass556,Mamuju
557,user557,pass557,Manado
558,user558,pass558,Makassar
559,user559,pass559,Bengkulu
560,user560,pass560,Wanggar
561,user561,pass561,Jambi
562,user562,pass562,Tanjung Pinang
563,user563,pass563,Bengkulu
564,user564,pass564,Walesi
565,user565,pass565,Yogyakarta
566,user566,pass566,Sofifi
567,user567,pass567,Gorontalo
568,user568,pass568,Bengkulu
569,user569,pass569,Samarinda
570,user570,pass570,Tanjung Pinang
571,user571,pass571,Medan
572,user572,pass572,Palu
573,user573,pass573,Ambon
574,user574,pass574,Banjarmasin
575,user575,pass575,Ambon
576,user576,pass576,Manado
577,user577,pass577,Serang
578,user578,pass578,Pekanbaru
579,user579,pass579,Palembang
580,user580,pass580,Padang
581,user581,pass581,Pontianak
582,user582,pass582,Pontianak
583,user583,pass583,Palu
584,user584,pass584,Sofifi
585,user585,pass585,Denpasar
586,user586,pass586,Jambi
587,user587,pass587,Mataram
588,user588,pass588,Manokwari
589,user589,pass589,Palu
590,user590,pass590,Kendari
591,user591,pass591,Mataram
592,user592,pass592,Denpasar
593,user593,pass593,Tanjung Pinang
594,user594,pass594,Banda Aceh
595,user595,pass595,Sofifi
596,user596,pass596,Palembang
597,user597,pass597,Padang
598,user598,pass598,Semarang
599,user599,pass599,Bengkulu
600,user600,pass600,Sorong
601,user601,pass601,Jambi
602,user602,pass602,Jakarta
603,user603,pass603,Mataram
604,user604,pass604,Ambon
605,user605,pass605,Walesi
606,user606,pass606,Banjarmasin
607,user607,pass607,Gorontalo
608,user608,pass608,Pangkal Pinang
609,user609,pass609,Manado
610,user610,pass610,Padang
611,user611,pass611,Pontianak
612,user612,pass612,Palembang
613,user613,pass613,Pekanbaru
614,user614,pass614,Jambi
615,user615,pass615,Sofifi
616,user616,pass616,Jakarta
617,user617,pass617,Makassar
618,user618,pass618,Banda Aceh
619,user619,pass619,Palu
620,user620,pass620,Kupang
621,user621,pass621,Jakarta
622,user622,pass622,Mamuju
623,user623,pass623,Tanjung Pinang
624,user624,pass624,Walesi
625,user625,pass625,Mamuju
626,user626,pass626,Padang
627,user627,pass627,Bandung
628,user628,pass628,Pangkal Pinang
629,user629,pass629,Palu
630,user630,pass630,Samarinda
631,user631,pass631,Sorong
632,user632,pass632,Mataram
633,user633,pass633,Medan
634,user634,pass634,Tanjung Pinang
635,user635,pass635,Serang
636,user636,pass636,Tanjung Selor
637,user637,pass637,Tanjung Selor
638,user638,pass638,Pontianak
639,user639,pass639,Bandung
640,user640,pass640,Tanjung Selor
641,user641,pass641,Bandar Lampung
642,user642,pass642,Mataram
643,user643,pass643,Jakarta
644,user644,pass644,Jakarta
645,user645,pass645,Jambi
646,user646,pass646,Jayapura
647,user647,pass647,Kupang
648,user648,pass648,Jakarta
649,user649,pass649,Tanjung Selor
650,user650,pass650,Yogyakarta
651,user651,pass651,Bandar Lampung
652,user652,pass652,Palu
653,user653,pass653,Serang
654,user654,pass654,Denpasar
655,user655,pass655,Salor
656,user656,pass656,Denpasar
657,user657,pass657,Gorontalo
658,user658,pass658,Palangkaraya
659,user659,pass659,Kupang
660,user660,pass660,Surabaya
661,user661,pass661,Palembang
662,user662,pass662,Samarinda
663,user663,pass663,Surabaya
664,user664,pass664,Pangkal Pinang
665,user665,pass665,Samarinda
666,user666,pass666,Tanjung Selor
667,user667,pass667,Pangkal Pinang
668,user668,pass668,Kupang
669,user669,pass669,Sofifi
670,user670,pass670,Manado
671,user671,pass671,Pekanbaru
672,user672,pass672,Ambon
673,user673,pass673,Bandung
674,user674,pass674,Surabaya
675,user675,pass675,Bandar Lampung
676,user676,pass676,Denpasar
677,user677,pass677,Mamuju
678,user678,pass678,Banjarmasin
679,user679,pass679,Banjarmasin
680,user680,pass680,Bengkulu
681,user681,pass681,Jakarta
682,user682,pass682,Sofifi
683,user683,pass683,Bengkulu
684,user684,pass684,Kupang
685,user685,pass685,Samarinda
686,user686,pass686,Banjarmasin
687,user687,pass687,Serang
688,user688,pass688,Mamuju
689,user689,pass689,Palembang
690,user690,pass690,Walesi
691,user691,pass691,Yogyakarta
692,user692,pass692,Yogyakarta
693,user693,pass693,Tanjung Pinang
694,user694,pass694,Denpasar
695,user695,pass695,Serang
696,user696,pass696,Palangkaraya
697,user697,pass697,Jayapura
698,user698,pass698,Gorontalo
699,user699,pass699,Palangkaraya
700,user700,pass700,Yogyakarta
701,user701,pass701,Pontianak
702,user702,pass702,Ambon
703,user703,pass703,Padang
704,user704,pass704,Palu
705,user705,pass705,Denpasar
706,user706,pass706,Surabaya
707,user707,pass707,Kupang
708,user708,pass708,Manokwari
709,user709,pass709,Bandar Lampung
710,user710,pass710,Pontianak
711,user711,pass711,Wanggar
712,user712,pass712,Bandung
713,user713,pass713,Tanjung Pinang
714,user714,pass714,Padang
715,user715,pass715,Palu
716,user716,pass716,Mamuju
717,user717,pass717,Bandung
718,user718,pass718,Kendari
719,user719,pass719,Surabaya
720,user720,pass720,Palangkaraya
721,user721,pass721,Manado
722,user722,pass722,Medan
723,user723,pass723,Kupang
724,user724,pass724,Salor
725,user725,pass725,Makassar
726,user726,pass726,Pangkal Pinang
727,user727,pass727,Walesi
728,user728,pass728,Pekanbaru
729,user729,pass729,Mamuju
730,user730,pass730,Serang
731,user731,pass731,Mataram
732,user732,pass732,Mamuju
733,user733,pass733,Jambi
734,user734,pass734,Banda Aceh
735,user735,pass735,Palu
736,user736,pass736,Sofifi
737,user737,pass737,Walesi
738,user738,pass738,Jakarta
739,user739,pass739,Yogyakarta
740,user740,pass740,Padang
741,user741,pass741,Kupang
742,user742,pass742,Semarang
743,user743,pass743,Serang
744,user744,pass744,Semarang
745,user745,pass745,Palembang
746,user746,pass746,Banjarmasin
747,user747,pass747,Banda Aceh
748,user748,pass748,Denpasar
749,user749,pass749,Yogyakarta
750,user750,pass750,Makassar
751,user751,pass751,Pangkal Pinang
752,user752,pass752,Sorong
753,user753,pass753,Palu
754,user754,pass754,Jakarta
755,user755,pass755,Medan
756,user756,pass756,Salor
757,user757,pass757,Bengkulu
758,user758,pass758,Makassar
759,user759,pass759,Tanjung Pinang
760,user760,pass760,Sofifi
761,user761,pass761,Banjarmasin
762,user762,pass762,Sofifi
763,user763,pass763,Manokwari
764,user764,pass764,Denpasar
765,user765,pass765,Serang
766,user766,pass766,Salor
767,user767,pass767,Jayapura
768,user768,pass768,Sorong
769,user769,pass769,Jambi
770,user770,pass770,Pontianak
771,user771,pass771,Manado
772,user772,pass772,Jakarta
773,user773,pass773,Jakarta
774,user774,pass774,Jambi
775,user775,pass775,Palangkaraya
776,user776,pass776,Makassar
777,user777,pass777,Yogyakarta
778,user778,pass778,Samarinda
779,user779,pass779,Semarang
780,user780,pass780,Samarinda
781,user781,pass781,Pontianak
782,user782,pass782,Manado
783,user783,pass783,Medan
784,user784,pass784,Salor
785,user785,pass785,Gorontalo
786,user786,pass786,Padang
787,user787,pass787,Medan
788,user788,pass788,Pangkal Pinang
789,user789,pass789,Banda Aceh
790,user790,pass790,Samarinda
791,user791,pass791,Mataram
792,user792,pass792,Jayapura
793,user793,pass793,Wanggar
794,user794,pass794,Tanjung Selor
795,user795,pass795,Surabaya
796,user796,pass796,Samarinda
797,user797,pass797,Manokwari
798,user798,pass798,Sofifi
799,user799,pass799,Jakarta
800,user800,pass800,Makassar
801,user801,pass801,Banda Aceh
802,user802,pass802,Mataram
803,user803,pass803,Makassar
804,user804,pass804,Samarinda
805,user805,pass805,Palangkaraya
806,user806,pass806,Salor
807,user807,pass807,Jambi
808,user808,pass808,Pangkal Pinang
809,user809,pass809,Manado
810,user810,pass810,Pekanbaru
811,user811,pass811,Banda Aceh
812,user812,pass812,Kendari
813,user813,pass813,Denpasar
814,user814,pass814,Sorong
815,user815,pass815,Bengkulu
816,user816,pass816,Samarinda
817,user817,pass817,Walesi
818,user818,pass818,Samarinda
819,user819,pass819,Pekanbaru
820,user820,pass820,Mataram
821,user821,pass821,Padang
822,user822,pass822,Bandar Lampung
823,user823,pass823,Tanjung Pinang
824,user824,pass824,Kupang
825,user825,pass825,Banjarmasin
826,user826,pass826,Manokwari
827,user827,pass827,Ambon
828,user828,pass828,Yogyakarta
829,user829,pass829,Bengkulu
830,user830,pass830,Pontianak
831,user831,pass831,Yogyakarta
832,user832,pass832,Kupang
833,user833,pass833,Gorontalo
834,user834,pass834,Jakarta
835,user835,pass835,Medan
836,user836,pass836,Palangkaraya
837,user837,pass837,Wanggar
838,user838,pass838,Palangkaraya
839,user839,pass839,Sofifi
840,user840,pass840,Pangkal Pinang
841,user841,pass841,Salor
842,user842,pass842,Jakarta
843,user843,pass843,Palembang
844,user844,pass844,Palu
845,user845,pass845,Salor
846,user846,pass846,Padang
847,user847,pass847,Banda Aceh
848,user848,pass848,Bengkulu
849,user849,pass849,Jambi
850,user850,pass850,Yogyakarta
851,user851,pass851,Palangkaraya
852,user852,pass852,Palembang
853,user853,pass853,Yogyakarta
854,user854,pass854,Medan
855,user855,pass855,Manado
856,user856,pass856,Mataram
857,user857,pass857,Palangkaraya
858,user858,pass858,Samarinda
859,user859,pass859,Mataram
860,user860,pass860,Tanjung Pinang
861,user861,pass861,Banjarmasin
862,user862,pass862,Jakarta
863,user863,pass863,Jayapura
864,user864,pass864,Manado
865,user865,pass865,Sofifi
866,user866,pass866,Surabaya
867,user867,pass867,Surabaya
868,user868,pass868,Padang
869,user869,pass869,Sofifi
870,user870,pass870,Mataram
871,user871,pass871,Palembang
872,user872,pass872,Sorong
873,user873,pass873,Jakarta
874,user874,pass874,Padang
875,user875,pass875,Walesi
876,user876,pass876,Yogyakarta
877,user877,pass877,Manado
878,user878,pass878,Mamuju
879,user879,pass879,Banjarmasin
880,user880,pass880,Yogyakarta
881,user881,pass881,Gorontalo
882,user882,pass882,Banjarmasin
883,user883,pass883,Manokwari
884,user884,pass884,Palangkaraya
885,user885,pass885,Banda Aceh
886,user886,pass886,Ambon
887,user887,pass887,Semarang
888,user888,pass888,Pekanbaru
889,user889,pass889,Gorontalo
890,user890,pass890,Sofifi
891,user891,pass891,Bandung
892,user892,pass892,Mamuju
893,user893,pass893,Tanjung Pinang
894,user894,pass894,Bandung
895,user895,pass895,Bandung
896,user896,pass896,Kendari
897,user897,pass897,Sofifi
898,user898,pass898,Kendari
899,user899,pass899,Tanjung Selor
900,user900,pass900,Wanggar
901,user901,pass901,Sofifi
902,user902,pass902,Makassar
903,user903,pass903,Manokwari
904,user904,pass904,Jambi
905,user905,pass905,Wanggar
906,user906,pass906,Tanjung Selor
907,user907,pass907,Manado
908,user908,pass908,Banda Aceh
909,user909,pass909,Jambi
910,user910,pass910,Sorong
911,user911,pass911,Jayapura
912,user912,pass912,Denpasar
913,user913,pass913,Tanjung Selor
914,user914,pass914,Wanggar
915,user915,pass915,Bandung
916,user916,pass916,Pontianak
917,user917,pass917,Walesi
918,user918,pass918,Tanjung Pinang
919,user919,pass919,Surabaya
920,user920,pass920,Jambi
921,user921,pass921,Semarang
922,user922,pass922,Banjarmasin
923,user923,pass923,Walesi
924,user924,pass924,Jayapura
925,user925,pass925,Tanjung Pinang
926,user926,pass926,Manokwari
